manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,age_categories,year,day,month
shot,gun,30.0,M,H,Santa Fe,NM,False,attack,Foot,False,Youth,2015,25,8
shot,knife,34.0,M,B,West Chester,PA,False,attack,Not fleeing,False,Youth,2015,25,8
shot,gun,53.0,M,W,Thonotosassa,FL,False,attack,Not fleeing,False,Senior Citizen,2015,25,8
shot,gun,45.0,M,W,Phoenix,AZ,False,attack,Not fleeing,False,Adult,2015,25,8
shot,gun,22.0,M,H,Miami,FL,False,attack,Not fleeing,False,Youth,2015,25,8
shot,toy weapon,22.0,M,W,Hendersonville,TN,True,attack,Not fleeing,False,Youth,2015,26,8
shot,gun,46.0,M,W,Chattanooga,TN,False,attack,Car,False,Adult,2015,26,8
shot,gun,27.0,M,W,West Jordan,UT,True,attack,Not fleeing,False,Youth,2015,26,8
shot and Tasered,box cutter,42.0,M,B,Dallas,TX,False,attack,Not fleeing,False,Adult,2015,27,8
shot,chain,30.0,M,B,Oakland,CA,False,attack,Not fleeing,True,Youth,2015,27,8
shot,box cutter,54.0,M,W,San Diego,CA,False,other,Not fleeing,True,Senior Citizen,2015,27,8
shot,contractor's level,29.0,M,H,Los Angeles,CA,False,attack,Not fleeing,False,Youth,2015,27,8
shot,undetermined,41.0,M,H,San Antonio,TX,True,undetermined,Not fleeing,False,Adult,2015,28,8
shot,gun,28.0,M,W,Spanish Fork,UT,True,attack,Not fleeing,True,Youth,2015,28,8
shot,unarmed,61.0,M,B,Mount Vernon,NY,False,other,Not fleeing,False,Senior Citizen,2015,28,8
shot,gun,23.0,M,W,Longview,TX,False,attack,Not fleeing,False,Youth,2015,28,8
shot,gun,25.0,M,B,North Las Vegas,NV,False,attack,Foot,False,Youth,2015,29,8
shot,knife,35.0,M,W,San Antonio,TX,False,other,Not fleeing,False,Adult,2015,29,8
shot,unarmed,29.0,M,H,Chicago,IL,False,undetermined,Car,False,Youth,2015,29,8
shot,gun,20.0,M,W,Cushing,OK,False,attack,Not fleeing,False,Teenage,2015,30,8
shot,gun,40.0,M,H,Tucson,AZ,False,attack,Not fleeing,False,Adult,2015,30,8
shot,knife,45.0,M,W,Loveland,CO,False,attack,Foot,False,Adult,2015,31,8
shot,guns and explosives,33.0,M,B,Bluefield,WV,False,attack,Foot,False,Youth,2015,1,9
shot,gun,72.0,M,W,Twinsburg,OH,False,attack,Not fleeing,False,Senior Citizen,2015,1,9
shot,gun,47.0,M,W,Artesia,NM,False,attack,Not fleeing,False,Adult,2015,1,9
shot,gun,45.0,M,W,Prescott,AZ,True,attack,Not fleeing,True,Adult,2015,2,9
shot,unarmed,40.0,M,H,Fresno,CA,True,attack,Not fleeing,True,Adult,2015,3,9
shot,gun,37.0,M,W,Mitchell,SD,True,attack,Not fleeing,False,Adult,2015,4,9
shot and Tasered,metal pipe,49.0,M,H,French Lick,IN,False,attack,Not fleeing,False,Adult,2015,4,9
shot,gun,27.0,M,W,Weitchpec,CA,False,attack,Car,False,Youth,2015,4,9
shot,gun,36.0,M,W,Springtown,TX,False,attack,Not fleeing,False,Adult,2015,4,9
shot,knife,23.0,M,W,Merrimack,NH,True,other,Not fleeing,False,Youth,2015,4,9
shot,toy weapon,21.0,M,B,Durham,NC,True,attack,Not fleeing,False,Teenage,2015,5,9
shot,metal pipe,32.0,M,H,Ontario,CA,True,other,Not fleeing,True,Youth,2015,5,9
shot,gun,35.0,M,B,Virginia Beach,VA,False,attack,Not fleeing,False,Adult,2015,5,9
shot,unarmed,28.0,F,B,Virginia Beach,VA,False,undetermined,Not fleeing,False,Youth,2015,5,9
shot,gun,59.0,M,H,Little Havana,FL,False,attack,Car,False,Senior Citizen,2015,6,9
shot,gun,28.0,M,B,Shreveport,LA,True,attack,Car,False,Youth,2015,6,9
shot,gun,45.0,M,W,Hobbs,NM,False,attack,Not fleeing,False,Adult,2015,6,9
shot,metal pipe,45.0,M,H,Fresno,CA,False,other,Foot,True,Adult,2015,7,9
shot,gun,19.0,M,N,Fairbanks,AK,False,attack,Not fleeing,False,Teenage,2015,8,9
shot,gun,25.0,M,W,Ashwaubenon,WI,False,attack,Not fleeing,False,Youth,2015,9,9
shot,guns and explosives,37.0,M,B,Kansas City,MO,True,other,Not fleeing,False,Adult,2015,9,9
shot,gun,33.0,M,N,Fairbanks,AK,False,attack,Car,False,Youth,2015,9,9
shot,knife,59.0,M,A,El Monte,CA,False,attack,Not fleeing,False,Senior Citizen,2015,9,9
shot,knife,31.0,M,A,Potsdam,NY,False,attack,Not fleeing,False,Youth,2015,10,9
shot,knife,35.0,M,W,Fontana,CA,True,other,Not fleeing,False,Adult,2015,10,9
shot,gun,29.0,M,B,Indianapolis,IN,False,attack,Not fleeing,False,Youth,2015,10,9
shot,gun,32.0,M,W,Lodi,CA,False,attack,Foot,False,Youth,2015,10,9
shot,gun,41.0,M,H,Downey,CA,False,attack,Car,False,Adult,2015,10,9
shot,gun,31.0,M,W,Chester,PA,False,attack,Not fleeing,False,Youth,2015,11,9
shot,gun,44.0,M,W,Broomfield,CO,False,attack,Car,False,Adult,2015,11,9
shot,undetermined,23.0,M,W,Sylacauga,AL,False,undetermined,Other,False,Youth,2015,12,9
shot,gun,45.0,M,W,West Knox,TN,False,attack,Not fleeing,False,Adult,2015,12,9
shot,gun,39.0,M,W,Wellman,IA,True,attack,Not fleeing,False,Adult,2015,13,9
shot,gun,67.0,M,B,McAlester,OK,True,attack,Not fleeing,False,Senior Citizen,2015,13,9
shot,gun,29.0,M,W,Clute,TX,False,attack,Car,False,Youth,2015,13,9
shot,gun,25.0,M,B,Princeton,KY,False,attack,Car,False,Youth,2015,14,9
shot,unarmed,28.0,M,W,Barstow,CA,True,attack,Not fleeing,False,Youth,2015,14,9
shot,unknown weapon,21.0,M,B,Chalmette,LA,False,attack,Not fleeing,False,Teenage,2015,15,9
shot,gun,32.0,M,H,Panorama City,CA,False,attack,Not fleeing,True,Youth,2015,15,9
shot,gun,51.0,M,H,Miami,FL,True,undetermined,Car,False,Senior Citizen,2015,15,9
shot,gun,39.0,M,H,Los Angeles,CA,False,attack,Not fleeing,False,Adult,2015,15,9
shot,gun,27.0,M,B,Alexandria,LA,False,other,Not fleeing,False,Youth,2015,15,9
shot,gun,31.0,M,W,Lead,SD,True,attack,Foot,False,Youth,2015,16,9
shot,gun,50.0,M,W,Beaverton,MI,False,attack,Not fleeing,False,Adult,2015,17,9
shot,gun,35.0,M,W,Brodhead,KY,False,attack,Not fleeing,False,Adult,2015,17,9
shot,undetermined,32.0,M,W,San Bernardino,CA,False,undetermined,Car,False,Youth,2015,18,9
shot,undetermined,47.0,M,W,Dickson,TN,False,undetermined,Not fleeing,False,Adult,2015,18,9
shot,gun,46.0,M,W,Slidell,LA,False,attack,Car,False,Adult,2015,19,9
shot,gun,57.0,M,W,Washington County,AL,True,attack,Not fleeing,True,Senior Citizen,2015,19,9
shot,gun,23.0,M,W,Harrisonburg,VA,False,attack,Not fleeing,True,Youth,2015,20,9
shot,gun,56.0,M,W,Shelbyville,IN,False,attack,Not fleeing,False,Senior Citizen,2015,20,9
shot,gun,24.0,M,H,Dallas,TX,True,attack,Not fleeing,False,Youth,2015,21,9
shot,gun,27.0,M,W,Sand City,CA,False,attack,Not fleeing,False,Youth,2015,21,9
shot,gun,23.0,F,W,Sand City,CA,False,attack,Not fleeing,False,Youth,2015,21,9
shot and Tasered,unarmed,21.0,M,W,Paris,TX,False,attack,Not fleeing,False,Teenage,2015,21,9
shot,gun,26.0,M,W,Barberville,FL,False,attack,Not fleeing,False,Youth,2015,21,9
shot,stapler,34.0,M,H,Auburndale,FL,False,other,Foot,False,Youth,2015,21,9
shot,gun,32.0,M,B,Oakland,CA,False,attack,Car,False,Youth,2015,22,9
shot,gun,33.0,M,W,Niceville,FL,True,attack,Not fleeing,False,Youth,2015,22,9
shot,gun,55.0,M,W,Happy Valley,CA,True,attack,Not fleeing,False,Senior Citizen,2015,22,9
shot,gun,26.0,M,W,North Las Vegas,NV,False,attack,Not fleeing,False,Youth,2015,22,9
shot,knife,48.0,M,O,Salt Lake City,UT,False,attack,Not fleeing,False,Adult,2015,23,9
shot,gun,35.0,M,W,McKinney,TX,False,attack,Not fleeing,False,Adult,2015,23,9
shot,unarmed,19.0,M,B,Reisterstown,MD,False,other,Foot,False,Teenage,2015,23,9
shot,gun,45.0,M,W,Grayson County,VA,False,attack,Not fleeing,False,Adult,2015,23,9
shot,gun,28.0,M,B,Wilmington,DE,True,undetermined,Not fleeing,False,Youth,2015,23,9
shot,knife,42.0,M,H,Miami,FL,False,attack,Not fleeing,False,Adult,2015,24,9
shot,gun,17.0,M,W,Fountain,CO,False,attack,Not fleeing,False,Teenage,2015,24,9
shot,screwdriver,30.0,M,O,St. Paul,MN,True,other,Not fleeing,False,Youth,2015,24,9
shot,unarmed,21.0,M,W,Akron,OH,True,undetermined,Other,False,Teenage,2015,25,9
shot and Tasered,box cutter,33.0,M,B,Chicago,IL,False,other,Not fleeing,False,Youth,2015,25,9
shot,gun,45.0,M,W,Wilhoit,AZ,False,attack,Not fleeing,False,Adult,2015,25,9
shot,knife,46.0,M,B,Baton Rouge,LA,False,attack,Not fleeing,False,Adult,2015,26,9
shot,gun,23.0,M,H,Lovington,NM,False,attack,Not fleeing,False,Youth,2015,26,9
shot,knife,37.0,F,H,Los Angeles,CA,True,other,Not fleeing,True,Adult,2015,27,9
shot,gun,43.0,M,W,Rossville,GA,False,attack,Not fleeing,False,Adult,2015,27,9
shot,gun,40.0,M,H,Ponder,TX,False,attack,Not fleeing,False,Adult,2015,27,9
shot and Tasered,unarmed,31.0,M,B,Miami,FL,False,attack,Foot,False,Youth,2015,28,9
shot,toy weapon,59.0,M,H,San Ysidro,CA,False,attack,Not fleeing,True,Senior Citizen,2015,28,9
shot,blunt object,46.0,M,N,Rapid City,SD,False,attack,Not fleeing,False,Adult,2015,29,9
shot,unarmed,37.0,M,W,Mora,MN,False,attack,Not fleeing,False,Adult,2015,29,9
shot,gun,28.0,M,B,Beckley,WV,False,attack,Car,False,Youth,2015,30,9
shot,gun,28.0,M,H,Sierra Vista,AZ,False,attack,Car,False,Youth,2015,2,10
shot and Tasered,knife,26.0,M,H,Rialto,CA,False,attack,Not fleeing,False,Youth,2015,2,10
shot,knife,55.0,F,W,Aloha,OR,True,other,Not fleeing,False,Senior Citizen,2015,2,10
shot,unarmed,29.0,M,W,Amarillo,TX,False,undetermined,Not fleeing,False,Youth,2015,2,10
shot,beer bottle,45.0,M,W,Van Nuys,CA,False,undetermined,Not fleeing,False,Adult,2015,4,10
shot,gun,27.0,M,W,Muscle Shoals,AL,True,attack,Foot,False,Youth,2015,4,10
shot,gun,31.0,M,B,Chicago,IL,False,attack,Not fleeing,False,Youth,2015,4,10
shot,gun,51.0,M,W,Hurst,TX,False,attack,Foot,False,Senior Citizen,2015,5,10
shot,gun,50.0,M,W,Woodbridge,NJ,False,attack,Not fleeing,False,Adult,2015,5,10
shot,unarmed,27.0,M,O,Akron,OH,False,other,Not fleeing,False,Youth,2015,5,10
shot,gun,18.0,M,B,Midwest City,OK,False,attack,Not fleeing,False,Teenage,2015,5,10
shot,gun,39.0,M,W,Monterey,CA,True,attack,Not fleeing,False,Adult,2015,6,10
shot,machete,46.0,M,H,West Palm Beach,FL,False,attack,Not fleeing,False,Adult,2015,7,10
shot,knife,19.0,M,B,Columbia,MD,False,other,Not fleeing,False,Teenage,2015,9,10
shot,gun,62.0,F,W,Aguanga,CA,False,attack,Not fleeing,False,Senior Citizen,2015,9,10
shot,undetermined,49.0,M,W,Beverly,MA,True,attack,Not fleeing,False,Adult,2015,10,10
shot,gun,31.0,M,W,Old Saybrook,CT,False,attack,Not fleeing,False,Youth,2015,10,10
shot,undetermined,38.0,M,W,Pinion Hills,CA,True,other,Car,False,Adult,2015,10,10
shot,crossbow,40.0,M,W,Cato Township,MI,False,attack,Not fleeing,False,Adult,2015,10,10
shot and Tasered,unknown weapon,35.0,M,H,Lisle,IL,False,undetermined,Not fleeing,False,Adult,2015,10,10
shot,undetermined,34.0,M,H,San Bernardino,CA,False,undetermined,Other,False,Youth,2015,11,10
shot,gun,44.0,M,A,Lakes Charles,LA,False,attack,Not fleeing,False,Adult,2015,11,10
shot,gun,23.0,M,B,Taylors,SC,False,attack,Not fleeing,False,Youth,2015,11,10
shot,machete,43.0,M,H,West Odessa,TX,False,other,Car,False,Adult,2015,11,10
shot,gun,35.0,M,B,Lawton,OK,False,attack,Not fleeing,False,Adult,2015,12,10
shot,gun,31.0,M,W,Brookhaven,MS,False,attack,Not fleeing,False,Youth,2015,12,10
shot,gun,27.0,M,W,Cartersville,GA,False,attack,Not fleeing,False,Youth,2015,14,10
shot,gun,46.0,F,W,Naples,FL,True,attack,Car,False,Adult,2015,14,10
shot,undetermined,18.0,M,H,Indio,CA,False,other,Car,False,Teenage,2015,14,10
shot,gun,59.0,M,W,Seaside,CA,False,attack,Not fleeing,False,Senior Citizen,2015,14,10
shot,gun,57.0,M,B,Monroeville,AL,False,attack,Not fleeing,False,Senior Citizen,2015,14,10
shot,gun,15.0,M,H,Miami,FL,False,attack,Car,False,Teenage,2015,15,10
shot,gun,25.0,M,B,Columbus,OH,False,attack,Not fleeing,False,Youth,2015,15,10
shot,gun,50.0,F,W,Las Vegas,NV,True,attack,Car,False,Adult,2015,15,10
shot,toy weapon,31.0,M,W,Parma,OH,False,attack,Car,False,Youth,2015,15,10
shot,gun,35.0,M,W,Kirkland,WA,False,attack,Foot,False,Adult,2015,15,10
shot,gun,27.0,M,H,San Francisco,CA,False,attack,Not fleeing,False,Youth,2015,15,10
shot,gun,20.0,M,B,Houston,TX,False,attack,Not fleeing,False,Teenage,2015,15,10
shot,gun,27.0,M,W,Houston,TX,True,attack,Not fleeing,False,Youth,2015,16,10
shot,unarmed,27.0,M,H,Valinda,CA,False,attack,Not fleeing,False,Youth,2015,16,10
shot,gun,45.0,M,W,Barrow County,GA,False,attack,Not fleeing,False,Adult,2015,16,10
shot,undetermined,33.0,M,B,Columbus,MS,False,undetermined,Foot,False,Youth,2015,16,10
shot,toy weapon,22.0,M,H,Modesto,CA,False,attack,Not fleeing,False,Youth,2015,17,10
shot and Tasered,knife,28.0,M,B,York,PA,True,other,Not fleeing,False,Youth,2015,17,10
shot,gun,31.0,M,B,Palm Beach Gardens,FL,False,undetermined,Not fleeing,False,Youth,2015,18,10
shot,knife,28.0,M,W,Fresno,CA,True,attack,Not fleeing,False,Youth,2015,18,10
shot,undetermined,53.0,M,B,Los Angeles,CA,False,attack,Not fleeing,False,Senior Citizen,2015,19,10
shot,toy weapon,30.0,M,W,Louisville,KY,False,attack,Not fleeing,False,Youth,2015,20,10
shot,toy weapon,39.0,M,B,San Diego,CA,False,attack,Not fleeing,False,Adult,2015,20,10
shot,gun,40.0,M,H,Truth or Consequences,NM,False,attack,Not fleeing,False,Adult,2015,20,10
shot,knife,30.0,M,W,Mandeville,LA,False,attack,Not fleeing,False,Youth,2015,20,10
shot,gun,21.0,M,W,Cedar Rapids,IA,False,attack,Foot,False,Teenage,2015,20,10
shot,knife,35.0,M,H,Calexico,CA,False,other,Other,False,Adult,2015,21,10
shot,unarmed,21.0,M,H,West Goshen,CA,True,attack,Not fleeing,False,Teenage,2015,21,10
shot,gun,47.0,M,W,Kentwood,MI,True,attack,Not fleeing,False,Adult,2015,21,10
shot,knife,38.0,M,B,Shreveport,LA,False,attack,Not fleeing,False,Adult,2015,22,10
shot,gun,36.0,M,B,Carmichael,CA,False,attack,Car,False,Adult,2015,22,10
shot,undetermined,53.0,M,W,Pine Top,KY,False,other,Not fleeing,False,Senior Citizen,2015,22,10
shot,gun,35.0,M,W,New Paltz,NY,False,attack,Not fleeing,False,Adult,2015,24,10
shot,gun,34.0,M,H,Highgrove,CA,False,attack,Not fleeing,False,Youth,2015,24,10
shot,gun,34.0,M,B,Cape Coral,FL,False,attack,Not fleeing,True,Youth,2015,24,10
shot,undetermined,30.0,M,B,Cathedral City,CA,False,undetermined,Not fleeing,False,Youth,2015,24,10
shot,gun,28.0,M,W,Zanesville,OH,True,attack,Not fleeing,False,Youth,2015,24,10
shot,gun,47.0,M,W,Paddock Lake,WI,False,attack,Not fleeing,False,Adult,2015,24,10
shot,undetermined,49.0,M,W,Kenai Peninsula,AK,False,attack,Not fleeing,False,Adult,2015,24,10
shot,gun,36.0,M,W,Talking Rock,GA,False,attack,Not fleeing,False,Adult,2015,25,10
shot,undetermined,45.0,M,B,Frederick,MD,False,other,Not fleeing,False,Adult,2015,26,10
shot,gun,21.0,F,B,Washington,DC,False,attack,Not fleeing,False,Teenage,2015,26,10
shot,unarmed,18.0,M,O,Tampa,FL,False,attack,Foot,False,Teenage,2015,26,10
shot,gun,25.0,M,B,Savannah,GA,False,attack,Not fleeing,True,Youth,2015,27,10
shot,unarmed,29.0,M,B,Point Loma,CA,False,attack,Not fleeing,False,Youth,2015,28,10
shot,gun,57.0,M,W,Smithville,MS,False,attack,Not fleeing,False,Senior Citizen,2015,28,10
shot,gun,34.0,M,B,Jacksonville,FL,False,attack,Not fleeing,False,Youth,2015,28,10
shot,gun,35.0,M,W,Salem,OR,False,attack,Car,False,Adult,2015,28,10
shot,gun,35.0,M,B,Columbus,OH,False,other,Not fleeing,False,Adult,2015,29,10
shot,gun,18.0,M,W,Hohenwald,TN,False,attack,Not fleeing,False,Teenage,2015,29,10
shot,gun,24.0,M,B,Houston,TX,False,attack,Not fleeing,False,Youth,2015,30,10
shot,gun,52.0,M,W,Old Town,FL,False,attack,Not fleeing,False,Senior Citizen,2015,30,10
shot,gun,62.0,M,W,Burkesville,KY,False,attack,Other,False,Senior Citizen,2015,30,10
shot,gun,29.0,M,H,Mesquite,TX,False,attack,Car,False,Youth,2015,30,10
shot,gun,25.0,M,B,Houston,TX,False,other,Foot,False,Youth,2015,30,10
shot and Tasered,knife,30.0,M,W,Norwood,OK,False,attack,Foot,False,Youth,2015,30,10
shot,gun,33.0,M,W,Colorado Springs,CO,False,attack,Not fleeing,False,Youth,2015,31,10
shot,unarmed,56.0,M,B,Opelika,AL,False,other,Car,False,Senior Citizen,2015,31,10
shot,gun,49.0,M,W,Hutchinson,MN,False,attack,Not fleeing,False,Adult,2015,1,11
shot,gun,20.0,M,W,Eureka,CA,False,attack,Not fleeing,False,Teenage,2015,1,11
shot,gun,62.0,M,W,Council,ID,False,undetermined,Not fleeing,True,Senior Citizen,2015,1,11
shot,gun,62.0,M,B,Washington,DC,False,attack,Car,False,Senior Citizen,2015,2,11
shot,unarmed,6.0,M,W,Marksville,LA,False,other,Car,True,Child,2015,3,11
shot,gun,30.0,M,W,Springfield,MO,False,attack,Foot,False,Youth,2015,4,11
shot,gun,57.0,M,B,Houston,TX,False,attack,Car,False,Senior Citizen,2015,4,11
shot,knife,18.0,M,O,Merced,CA,False,attack,Foot,False,Teenage,2015,4,11
shot,unarmed,47.0,M,W,Pacific Beach,CA,False,other,Foot,True,Adult,2015,4,11
shot,gun,48.0,M,W,Morgantown,WV,False,attack,Not fleeing,False,Adult,2015,5,11
shot,gun,20.0,M,W,Hominy,OK,True,attack,Car,False,Teenage,2015,5,11
shot,hammer,30.0,M,W,Lakeshire,MO,False,attack,Not fleeing,False,Youth,2015,5,11
shot,gun,36.0,F,W,Goose Creek,SC,True,attack,Not fleeing,False,Adult,2015,5,11
shot,gun,51.0,M,W,Portland,OR,True,attack,Not fleeing,False,Senior Citizen,2015,6,11
shot,undetermined,55.0,M,W,Las Vegas,NV,False,other,Car,False,Senior Citizen,2015,6,11
shot,undetermined,48.0,M,W,Wadesboro,NC,False,undetermined,Not fleeing,False,Adult,2015,6,11
shot,undetermined,20.0,M,B,Spartanburg,SC,False,attack,Car,False,Teenage,2015,9,11
shot,gun,25.0,M,H,North Laredo,TX,True,attack,Not fleeing,False,Youth,2015,9,11
shot,gun,26.0,M,W,Braxton County,WV,False,attack,Not fleeing,False,Youth,2015,9,11
shot,gun,45.0,M,H,San Jose,CA,False,attack,Not fleeing,False,Adult,2015,9,11
shot and Tasered,bean-bag gun,35.0,M,H,Los Angeles,CA,False,other,Not fleeing,False,Adult,2015,9,11
shot,toy weapon,63.0,M,W,Colorado Springs,CO,True,attack,Not fleeing,False,Senior Citizen,2015,10,11
shot,gun,34.0,M,H,Chico,CA,False,attack,Not fleeing,False,Youth,2015,10,11
shot,undetermined,36.0,M,H,Brighton,CO,False,other,Car,False,Adult,2015,10,11
shot,gun,22.0,M,W,Dillon,MT,False,attack,Not fleeing,False,Youth,2015,10,11
shot,undetermined,31.0,M,H,Albuquerque,NM,False,other,Car,False,Youth,2015,11,11
shot,gun,25.0,M,H,San Francisco,CA,False,attack,Not fleeing,False,Youth,2015,11,11
shot,gun,57.0,M,W,Aiken,SC,False,attack,Not fleeing,False,Senior Citizen,2015,11,11
shot,gun,32.0,M,B,Baltimore,MD,False,attack,Not fleeing,False,Youth,2015,11,11
shot,knife,42.0,M,B,Sunnyvale,CA,False,other,Not fleeing,False,Adult,2015,12,11
shot,toy weapon,52.0,M,W,Gibson County,TN,False,attack,Not fleeing,False,Senior Citizen,2015,13,11
shot,undetermined,25.0,M,H,Jurupa Valley,CA,False,undetermined,Not fleeing,False,Youth,2015,13,11
shot,gun,25.0,M,W,Eden,GA,False,attack,Foot,False,Youth,2015,13,11
shot,hammer,31.0,M,H,Jurupa Valley,CA,False,other,Not fleeing,False,Youth,2015,14,11
shot,toy weapon,39.0,M,B,Oakland,CA,False,attack,Not fleeing,False,Adult,2015,15,11
shot and Tasered,Taser,32.0,M,W,Spring Lake,NC,False,attack,Not fleeing,False,Youth,2015,15,11
shot,unknown weapon,16.0,M,B,Germantown,PA,False,attack,Not fleeing,False,Teenage,2015,15,11
shot,unarmed,24.0,M,B,Minneapolis,MN,False,undetermined,Not fleeing,False,Youth,2015,15,11
shot,undetermined,28.0,M,W,Leon County,TX,False,undetermined,Car,False,Youth,2015,16,11
shot,undetermined,25.0,M,W,Whitfield County,GA,False,other,Car,False,Youth,2015,16,11
shot,gun,41.0,M,W,Weatherford,TX,False,undetermined,Car,False,Adult,2015,17,11
shot,gun,28.0,M,B,Miami,FL,True,attack,Foot,False,Youth,2015,17,11
shot,gun,21.0,M,B,Cayce,SC,False,attack,Not fleeing,False,Teenage,2015,17,11
shot,undetermined,30.0,M,B,Weatherford,TX,False,other,Car,False,Youth,2015,17,11
shot,unarmed,58.0,M,W,Arlington,GA,False,other,Not fleeing,False,Senior Citizen,2015,17,11
shot,gun,47.0,M,W,Little Egg Harbor,NJ,True,attack,Not fleeing,False,Adult,2015,17,11
shot,unknown weapon,25.0,M,B,Opa-Locka,FL,False,other,Not fleeing,False,Youth,2015,18,11
shot,gun,44.0,M,B,Benton Township,MI,False,attack,Not fleeing,False,Adult,2015,18,11
shot,gun,34.0,M,B,Manatee,FL,False,attack,Not fleeing,False,Youth,2015,19,11
shot,knife,27.0,M,B,Fort Pierce,FL,False,attack,Not fleeing,False,Youth,2015,19,11
shot,knife,34.0,M,B,Washington,DC,False,other,Not fleeing,False,Youth,2015,19,11
shot,gun,39.0,M,W,Paulding County,GA,True,attack,Not fleeing,False,Adult,2015,20,11
shot,gun,50.0,M,W,Fontana,CA,True,other,Not fleeing,False,Adult,2015,20,11
shot,unarmed,29.0,M,B,Barstow,CA,True,attack,Not fleeing,False,Youth,2015,20,11
shot,unarmed,24.0,M,W,Colbert,OK,False,attack,Foot,False,Youth,2015,21,11
shot,knife,47.0,M,W,Fontana,CA,True,attack,Not fleeing,False,Adult,2015,22,11
shot,gun,45.0,M,W,Reno,NV,False,attack,Not fleeing,False,Adult,2015,22,11
shot,gun,28.0,M,H,Denver,CO,False,attack,Not fleeing,False,Youth,2015,22,11
shot and Tasered,knife,49.0,M,H,Corpus Christi,TX,False,other,Not fleeing,True,Adult,2015,23,11
shot,gun,50.0,M,W,Columbus,OH,False,attack,Not fleeing,False,Adult,2015,23,11
shot,toy weapon,45.0,M,W,Columbia Heights,MN,False,other,Not fleeing,False,Adult,2015,24,11
shot and Tasered,toy weapon,32.0,M,W,Las Vegas,NV,True,attack,Foot,True,Youth,2015,24,11
shot,gun,24.0,M,B,Camden,NJ,False,attack,Not fleeing,False,Youth,2015,24,11
shot,knife,23.0,M,W,Springfield,MO,False,attack,Not fleeing,False,Youth,2015,25,11
shot,gun,52.0,M,W,Eagar,AZ,False,attack,Not fleeing,False,Senior Citizen,2015,25,11
shot,gun,37.0,F,W,Ozark,MO,False,attack,Not fleeing,False,Adult,2015,25,11
shot,unarmed,26.0,M,W,Chico,CA,False,other,Car,True,Youth,2015,26,11
shot,gun,58.0,M,W,Lampe,MO,False,attack,Not fleeing,False,Senior Citizen,2015,27,11
shot,baseball bat and fireplace poker,50.0,M,W,Seagoville,TX,False,other,Not fleeing,False,Adult,2015,28,11
shot,gun,22.0,M,W,Celina,OH,False,attack,Not fleeing,False,Youth,2015,29,11
shot,gun,53.0,M,W,Maysville,MO,False,attack,Not fleeing,False,Senior Citizen,2015,29,11
shot,gun,69.0,M,H,Sun City,AZ,True,attack,Not fleeing,False,Senior Citizen,2015,29,11
shot,gun,23.0,M,H,Bakersfield,CA,False,attack,Foot,False,Youth,2015,29,11
shot,gun,29.0,M,W,Lincoln,NE,False,attack,Not fleeing,False,Youth,2015,29,11
shot,undetermined,25.0,M,A,Aurora,CO,False,attack,Car,False,Youth,2015,30,11
shot,gun,18.0,M,B,Atlanta,GA,False,attack,Foot,False,Teenage,2015,30,11
shot,undetermined,31.0,M,H,Wink,TX,False,other,Not fleeing,False,Youth,2015,30,11
shot,gun,23.0,M,W,Bangor,ME,False,attack,Foot,False,Youth,2015,1,12
shot,gun,18.0,M,H,Norwalk,CA,False,attack,Not fleeing,False,Teenage,2015,1,12
shot,gun,35.0,M,H,Denver,CO,False,attack,Car,False,Adult,2015,2,12
shot,gun,27.0,F,O,San Bernardino,CA,False,attack,Car,False,Youth,2015,2,12
shot,gun,28.0,M,O,San Bernardino,CA,False,attack,Car,False,Youth,2015,2,12
shot,knife,26.0,M,B,San Francisco,CA,False,other,Not fleeing,False,Youth,2015,2,12
shot,gun,32.0,M,H,San Antonio,TX,False,other,Not fleeing,False,Youth,2015,2,12
shot,gun,36.0,M,H,Deming,NM,False,attack,Not fleeing,False,Adult,2015,2,12
shot,gun,66.0,M,W,Big Springs,NE,False,attack,Not fleeing,False,Senior Citizen,2015,3,12
shot and Tasered,metal stick,47.0,M,W,Mesa,AZ,False,other,Not fleeing,False,Adult,2015,4,12
shot,gun,21.0,M,B,Mount Washington,PA,False,attack,Not fleeing,False,Teenage,2015,4,12
shot,gun,24.0,M,W,Irving,TX,False,attack,Foot,False,Youth,2015,5,12
shot and Tasered,straight edge razor,51.0,M,W,Miami,FL,False,other,Not fleeing,True,Senior Citizen,2015,5,12
shot,gun,60.0,M,W,Neenah,WI,False,other,Not fleeing,False,Senior Citizen,2015,5,12
shot,gun,61.0,F,W,St. Louis,MO,False,attack,Not fleeing,False,Senior Citizen,2015,5,12
shot,gun,38.0,M,H,Indio,CA,False,attack,Not fleeing,False,Adult,2015,5,12
shot,gun,35.0,M,W,Seattle,WA,False,attack,Car,False,Adult,2015,6,12
shot,gun,46.0,M,B,Richmond Heights,OH,True,attack,Not fleeing,False,Adult,2015,6,12
shot,knife,48.0,M,W,Laramie,WY,True,other,Not fleeing,False,Adult,2015,6,12
shot,unarmed,36.0,M,B,Yonkers,NY,False,other,Foot,False,Adult,2015,8,12
shot,gun,33.0,M,B,Cleveland,OH,False,attack,Not fleeing,False,Youth,2015,8,12
shot,gun,66.0,M,W,Leitchfield,KY,False,attack,Not fleeing,False,Senior Citizen,2015,9,12
